employee_id,is_promoted
8724,0.08279495139529486
74430,0.08480291629001335
72255,-0.0011114660005622917
38562,0.04455847907638577
64486,0.06561920627487941
46232,0.10130842626155259
54542,0.1292933191743163
67269,0.1044682536858625
66174,0.16334779410741893
76303,0.2025796165217313
60245,0.12583850828045218
42639,0.12198467181244857
30963,0.12800708571879638
54055,0.03871166718542039
42996,0.10600411420603141
12737,0.12013752196207904
27561,0.13578546353299678
26622,0.1818367692271745
31582,0.10148206039699542
29793,0.04655479539115635
72735,0.10011963983179731
5677,0.1458725610283802
60889,0.007865713003748331
51498,0.14337777299081508
8566,0.07558593391696458
53151,0.04263259356837761
16203,0.1568690586960726
61083,0.07463025404215501
74849,0.02816375863049609
13259,-0.011290483526233339
72407,0.1134769803774487
65237,-0.006554833125778717
67672,0.14536159125274414
77460,0.06389854455254829
67317,0.1422165493313693
68788,0.16042406814319699
36834,0.07212018508504056
64281,-0.016901654687537154
1822,0.029237503418781285
55325,0.10395728391022642
41432,0.12422113609392227
52061,0.011494354660296052
39973,0.1378633065212848
42524,0.08177409820318024
7935,0.16696091411261413
49940,0.15451093907006702
10059,0.02905587985722382
44159,0.11387396026274857
76691,0.125545757786458
3720,0.1329827144087175
5621,0.03734004293064007
24147,-0.0070658029014148
33997,0.006481342738785409
64076,0.06636926985633113
21379,0.15172134079928518
23714,0.12897437699943093
19866,0.12502871148393685
4529,0.10642913199086534
64703,-0.003473505597669249
19649,0.16889687985170732
6596,0.10801500387761559
7999,0.11632598414002507
4762,0.028726533643145202
5387,0.07036439134159672
24620,0.08331199769781598
57989,0.14852703581617904
75619,0.06405244415122385
26977,0.06265116562882027
65975,0.10863302534146561
51302,0.04597739851295781
63714,0.16163801715180737
70556,0.062140195853184185
70117,0.09289175899170654
51972,0.12559949846191215
60572,-0.006381198990335887
9548,0.13935264056948654
64,0.1926365557222765
35510,0.06005884652108307
10732,0.13793372113291452
9214,0.09841443546209397
10761,0.1102965015960577
32110,0.06456341392685994
50038,0.0013103556848385184
1555,0.11905770064690879
21200,0.11357412337437678
50380,0.11434949317836851
45009,0.03937522134985358
65450,0.0727353995899002
77333,0.09770918664788715
2347,0.13431794369033395
8443,0.11438013093714486
39490,0.10836017852590243
69077,0.07765553651764216
64652,0.14559851972206272
5254,0.10385109279994184
71131,0.16577025962995523
19620,0.0953138792133845
41266,-0.016901654687537154
11001,0.12365345225789635
28530,0.11348444937026053
72481,0.10405266442594595
67417,0.10863302534146561
51840,0.11387396026274857
43223,0.0672032178305148
40287,0.0035354773621862623
29367,0.09516981143097714
36352,0.18431937236073903
29681,0.04631673634660649
30233,0.09397158030687677
66601,0.06809453275403671
40276,0.149775487596405
1522,0.06809453275403671
17936,0.0388642515742175
26270,0.03355063135261667
6837,0.1174058054551953
49665,-0.0074434361362999135
1908,0.16766884519117464
6474,0.010185061968397802
27495,0.07205687220570635
24324,0.09066137090283394
14299,0.11838269271133799
56246,0.14182564597295444
3901,0.18214732345490992
41566,0.04001694312226162
55735,0.1598687572321442
53627,0.10079745648591651
62683,0.06533208585466976
42719,0.034352422721453786
44948,0.15124569051649972
26037,0.06102074123740109
30607,0.1742370274531106
46103,0.09289175899170654
6452,0.10432560864321441
47286,0.08539720286086233
44117,0.12482866026003127
1367,0.11345837100283203
26228,0.029237503418781285
65694,0.027423366578117912
2721,0.17492163136418953
63901,0.01657028534293399
4701,0.013199811763489583
35341,0.14337777299081508
3203,0.09809832752509343
10361,0.10910092790934271
6572,0.10260827382898338
70408,0.08404840684590792
11774,0.12970403744245135
37873,0.12013752196207904
3886,0.09758735774945736
23347,0.054238755280480846
3034,0.12407029506071321
30137,0.13853484981236114
52431,0.07143841149829964
11061,0.048210909333736195
9706,0.028379476445984597
17607,0.11296601060181263
64986,0.1546327679684968
8082,0.0654788823079207
20982,0.14943498547711498
5794,0.06265116562882027
69381,0.11824818981845307
50176,0.03632547201856887
1612,0.02699527403370685
48923,0.09758735774945736
50366,0.09900627718602939
48813,0.0649844685842754
5574,0.07212018508504056
57601,0.029415477789572445
26788,-0.020778387940407053
564,0.03474897728106512
3864,0.10900367115014298
19598,0.06664628711408586
19513,0.03768166332439182
74965,0.12846074978640948
42353,0.019923219936390957
13367,0.12144031916024406
38556,0.0756354604622907
51344,0.04791664103855585
28320,0.11432725284363388
56104,0.14337777299081508
68882,0.13332788905700432
75800,0.09827196166053626
13223,0.05651052950450314
62740,0.09944780081048399
67233,0.041284698569183424
49207,0.09009385783802511
19053,0.10571332473502822
38096,0.1044682536858625
46519,0.08655593227662
2111,0.14921163972725793
69413,0.05235614930407486
